"Default","checkingstatus1","duration","history","purpose","amount","savings","employ","installment","status","others","residence","property","age","otherplans","housing","cards","job","liable","tele","foreign","rent"
"0","A14",9,"poor","goods/repair",2301,"A62","A72",2,"A92","A101","4","A122",22,"A143","A151","1","A173","1","A191","foreign","TRUE"
"1","A11",18,"poor","usedcar",7511,"A65","A75",1,"A93","A101","4","A122",51,"A143","A153","1","A173","2","A192","foreign","FALSE"
"0","A14",12,"terrible","goods/repair",1258,"A61","A72",2,"A92","A101","4","A122",22,"A143","A151","2","A172","1","A191","foreign","TRUE"
"0","A14",24,"poor","newcar",717,"A65","A75",4,"A94","A101","4","A123",54,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A12",9,"poor","newcar",1549,"A65","A72",4,"A93","A101","2","A121",35,"A143","A152","1","A171","1","A191","foreign","FALSE"
"0","A14",24,"terrible","edu",1597,"A61","A75",4,"A93","A101","4","A124",54,"A143","A153","2","A173","2","A191","foreign","FALSE"
"0","A12",18,"terrible","goods/repair",1795,"A61","A75",3,"A92","A103","4","A121",48,"A141","A151","2","A172","1","A192","foreign","TRUE"
"0","A11",20,"terrible","goods/repair",4272,"A61","A75",1,"A92","A101","4","A122",24,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",12,"terrible","goods/repair",976,"A65","A75",4,"A93","A101","4","A123",35,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A12",12,"poor","newcar",7472,"A65","A71",1,"A92","A101","2","A121",24,"A143","A151","1","A171","1","A191","foreign","TRUE"
"1","A11",36,"poor","newcar",9271,"A61","A74",2,"A93","A101","1","A123",24,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A12",6,"poor","goods/repair",590,"A61","A72",3,"A94","A101","3","A121",26,"A143","A152","1","A172","1","A191","german","FALSE"
"0","A14",12,"terrible","goods/repair",930,"A65","A75",4,"A93","A101","4","A121",65,"A143","A152","4","A173","1","A191","foreign","FALSE"
"0","A12",42,"good","usedcar",9283,"A61","A71",1,"A93","A101","2","A124",55,"A141","A153","1","A174","1","A192","foreign","FALSE"
"1","A12",15,"good","newcar",1778,"A61","A72",2,"A92","A101","1","A121",26,"A143","A151","2","A171","1","A191","foreign","TRUE"
"0","A12",8,"poor","biz",907,"A61","A72",3,"A94","A101","2","A121",26,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A12",6,"poor","goods/repair",484,"A61","A74",3,"A94","A103","3","A121",28,"A141","A152","1","A172","1","A191","foreign","FALSE"
"1","A11",36,"terrible","usedcar",9629,"A61","A74",4,"A93","A101","4","A123",24,"A143","A152","2","A173","1","A192","foreign","FALSE"
"1","A11",48,"poor","goods/repair",3051,"A61","A73",3,"A93","A101","4","A123",54,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",48,"poor","newcar",3931,"A61","A74",4,"A93","A101","4","A124",46,"A143","A153","1","A173","2","A191","foreign","FALSE"
"0","A12",36,"poor","newcar",7432,"A61","A73",2,"A92","A101","2","A122",54,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A14",6,"poor","goods/repair",1338,"A63","A73",1,"A91","A101","4","A121",62,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",6,"terrible","goods/repair",1554,"A61","A74",1,"A92","A101","2","A123",24,"A143","A151","2","A173","1","A192","foreign","TRUE"
"0","A11",36,"poor","biz",15857,"A61","A71",2,"A91","A102","3","A123",43,"A143","A152","1","A174","1","A191","foreign","FALSE"
"1","A11",18,"poor","goods/repair",1345,"A61","A73",4,"A94","A101","3","A121",26,"A141","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",12,"poor","newcar",1101,"A61","A73",3,"A94","A101","2","A121",27,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A13",12,"poor","goods/repair",3016,"A61","A73",3,"A94","A101","1","A123",24,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",36,"poor","goods/repair",2712,"A61","A75",2,"A93","A101","2","A122",41,"A141","A152","1","A173","2","A191","foreign","FALSE"
"0","A11",8,"terrible","newcar",731,"A61","A75",4,"A93","A101","4","A121",47,"A143","A152","2","A172","1","A191","foreign","FALSE"
"0","A14",18,"terrible","goods/repair",3780,"A61","A72",3,"A91","A101","2","A123",35,"A143","A152","2","A174","1","A192","foreign","FALSE"
"0","A11",21,"terrible","newcar",1602,"A61","A75",4,"A94","A101","3","A123",30,"A143","A152","2","A173","1","A192","foreign","FALSE"
"1","A11",18,"terrible","newcar",3966,"A61","A75",1,"A92","A101","4","A121",33,"A141","A151","3","A173","1","A192","foreign","TRUE"
"1","A14",18,"good","biz",4165,"A61","A73",2,"A93","A101","2","A123",36,"A142","A152","2","A173","2","A191","foreign","FALSE"
"1","A11",36,"poor","usedcar",8335,"A65","A75",3,"A93","A101","4","A124",47,"A143","A153","1","A173","1","A191","foreign","FALSE"
"0","A12",48,"poor","biz",6681,"A65","A73",4,"A93","A101","4","A124",38,"A143","A153","1","A173","2","A192","foreign","FALSE"
"0","A14",24,"poor","biz",2375,"A63","A73",4,"A93","A101","2","A123",44,"A143","A152","2","A173","2","A192","foreign","FALSE"
"1","A11",18,"poor","newcar",1216,"A61","A72",4,"A92","A101","3","A123",23,"A143","A151","1","A173","1","A192","foreign","TRUE"
"1","A11",45,"good","biz",11816,"A61","A75",2,"A93","A101","4","A123",29,"A143","A151","2","A173","1","A191","foreign","TRUE"
"0","A12",24,"poor","goods/repair",5084,"A65","A75",2,"A92","A101","4","A123",42,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A13",15,"poor","goods/repair",2327,"A61","A72",2,"A92","A101","3","A121",25,"A143","A152","1","A172","1","A191","foreign","FALSE"
"1","A11",12,"good","newcar",1082,"A61","A73",4,"A93","A101","4","A123",48,"A141","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",12,"poor","goods/repair",886,"A65","A73",4,"A92","A101","2","A123",21,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",4,"poor","goods/repair",601,"A61","A72",1,"A92","A101","3","A121",23,"A143","A151","1","A172","2","A191","foreign","TRUE"
"0","A11",24,"terrible","usedcar",2957,"A61","A75",4,"A93","A101","4","A122",63,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A14",24,"terrible","goods/repair",2611,"A61","A75",4,"A94","A102","3","A121",46,"A143","A152","2","A173","1","A191","foreign","FALSE"
"1","A11",36,"poor","goods/repair",5179,"A61","A74",4,"A93","A101","2","A122",29,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",21,"poor","usedcar",2993,"A61","A73",3,"A93","A101","2","A121",28,"A142","A152","2","A172","1","A191","foreign","FALSE"
"1","A14",18,"poor","goods/repair",1943,"A61","A72",4,"A92","A101","4","A121",23,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",24,"good","biz",1559,"A61","A74",4,"A93","A101","4","A123",50,"A141","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",18,"poor","goods/repair",3422,"A61","A75",4,"A93","A101","4","A122",47,"A141","A152","3","A173","2","A192","foreign","FALSE"
"0","A12",21,"poor","goods/repair",3976,"A65","A74",2,"A93","A101","3","A123",35,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A14",18,"poor","newcar",6761,"A65","A73",2,"A93","A101","4","A123",68,"A143","A151","2","A173","1","A191","foreign","TRUE"
"0","A14",24,"poor","newcar",1249,"A61","A72",4,"A94","A101","2","A121",28,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",9,"poor","goods/repair",1364,"A61","A74",3,"A93","A101","4","A121",59,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",12,"poor","goods/repair",709,"A61","A75",4,"A93","A101","4","A121",57,"A142","A152","1","A172","1","A191","foreign","FALSE"
"1","A11",20,"terrible","newcar",2235,"A61","A73",4,"A94","A103","2","A122",33,"A141","A151","2","A173","1","A191","german","TRUE"
"0","A14",24,"terrible","usedcar",4042,"A65","A74",3,"A93","A101","4","A122",43,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A14",15,"terrible","goods/repair",1471,"A61","A73",4,"A93","A101","4","A124",35,"A143","A153","2","A173","1","A192","foreign","FALSE"
"1","A11",18,"good","newcar",1442,"A61","A74",4,"A93","A101","4","A124",32,"A143","A153","2","A172","2","A191","foreign","FALSE"
"0","A14",36,"poor","newcar",10875,"A61","A75",2,"A93","A101","2","A123",45,"A143","A152","2","A173","2","A192","foreign","FALSE"
"0","A14",24,"poor","newcar",1474,"A62","A72",4,"A94","A101","3","A121",33,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",10,"poor","edu",894,"A65","A74",4,"A92","A101","3","A122",40,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",15,"terrible","goods/repair",3343,"A61","A73",4,"A93","A101","2","A124",28,"A143","A153","1","A173","1","A192","foreign","FALSE"
"1","A11",15,"poor","newcar",3959,"A61","A73",3,"A92","A101","2","A122",29,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",9,"poor","newcar",3577,"A62","A73",1,"A93","A103","2","A121",26,"A143","A151","1","A173","2","A191","german","TRUE"
"0","A14",24,"terrible","usedcar",5804,"A64","A73",4,"A93","A101","2","A121",27,"A143","A152","2","A173","1","A191","foreign","FALSE"
"1","A14",18,"poor","biz",2169,"A61","A73",4,"A94","A101","2","A123",28,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A11",24,"poor","goods/repair",2439,"A61","A72",4,"A92","A101","4","A121",35,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",27,"terrible","goods/repair",4526,"A64","A72",4,"A93","A101","2","A121",32,"A142","A152","2","A172","2","A192","foreign","FALSE"
"1","A14",10,"poor","goods/repair",2210,"A61","A73",2,"A93","A101","2","A121",25,"A141","A151","1","A172","1","A191","foreign","TRUE"
"0","A14",15,"poor","goods/repair",2221,"A63","A73",2,"A92","A101","4","A123",20,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A11",18,"poor","goods/repair",2389,"A61","A72",4,"A92","A101","1","A123",27,"A142","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",12,"terrible","goods/repair",3331,"A61","A75",2,"A93","A101","4","A122",42,"A142","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",36,"poor","biz",7409,"A65","A75",3,"A93","A101","2","A122",37,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A11",12,"poor","goods/repair",652,"A61","A75",4,"A92","A101","4","A122",24,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A14",36,"poor","goods/repair",7678,"A63","A74",2,"A92","A101","4","A123",40,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A13",6,"terrible","newcar",1343,"A61","A75",1,"A93","A101","4","A121",46,"A143","A152","2","A173","2","A191","german","FALSE"
"0","A11",24,"terrible","biz",1382,"A62","A74",4,"A93","A101","1","A121",26,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A14",15,"poor","goods/repair",874,"A65","A72",4,"A92","A101","1","A121",24,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",12,"poor","goods/repair",3590,"A61","A73",2,"A93","A102","2","A122",29,"A143","A152","1","A172","2","A191","foreign","FALSE"
"0","A12",11,"terrible","newcar",1322,"A64","A73",4,"A92","A101","4","A123",40,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A11",18,"good","goods/repair",1940,"A61","A72",3,"A93","A102","4","A124",36,"A141","A153","1","A174","1","A192","foreign","FALSE"
"0","A14",36,"poor","goods/repair",3595,"A61","A75",4,"A93","A101","2","A123",28,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",9,"poor","newcar",1422,"A61","A72",3,"A93","A101","2","A124",27,"A143","A153","1","A174","1","A192","foreign","FALSE"
"0","A14",30,"terrible","goods/repair",6742,"A65","A74",2,"A93","A101","3","A122",36,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",24,"poor","usedcar",7814,"A61","A74",3,"A93","A101","3","A123",38,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A14",24,"poor","usedcar",9277,"A65","A73",2,"A91","A101","4","A124",48,"A143","A153","1","A173","1","A192","foreign","FALSE"
"0","A12",30,"terrible","newcar",2181,"A65","A75",4,"A93","A101","4","A121",36,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",18,"terrible","goods/repair",1098,"A61","A71",4,"A92","A101","4","A123",65,"A143","A152","2","A171","1","A191","foreign","FALSE"
"1","A12",24,"poor","goods/repair",4057,"A61","A74",3,"A91","A101","3","A123",43,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A11",12,"poor","edu",795,"A61","A72",4,"A92","A101","4","A122",53,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",24,"terrible","biz",2825,"A65","A74",4,"A93","A101","3","A124",34,"A143","A152","2","A173","2","A192","foreign","FALSE"
"1","A12",48,"poor","biz",15672,"A61","A73",2,"A93","A101","2","A123",23,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",36,"terrible","newcar",6614,"A61","A75",4,"A93","A101","4","A123",34,"A143","A152","2","A174","1","A192","foreign","FALSE"
"0","A14",28,"good","usedcar",7824,"A65","A72",3,"A93","A103","4","A121",40,"A141","A151","2","A173","2","A192","foreign","TRUE"
"0","A11",27,"terrible","biz",2442,"A61","A75",4,"A93","A101","4","A123",43,"A142","A152","4","A174","2","A192","foreign","FALSE"
"0","A14",15,"terrible","goods/repair",1829,"A61","A75",4,"A93","A101","4","A123",46,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A11",12,"terrible","newcar",2171,"A61","A73",4,"A93","A101","4","A122",38,"A141","A152","2","A172","1","A191","german","FALSE"
"0","A12",36,"terrible","usedcar",5800,"A61","A73",3,"A93","A101","4","A123",34,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A14",18,"terrible","goods/repair",1169,"A65","A73",4,"A93","A101","3","A122",29,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A14",36,"poor","usedcar",8947,"A65","A74",3,"A93","A101","2","A123",31,"A142","A152","1","A174","2","A192","foreign","FALSE"
"0","A11",21,"poor","goods/repair",2606,"A61","A72",4,"A92","A101","4","A122",28,"A143","A151","1","A174","1","A192","foreign","TRUE"
"0","A14",12,"terrible","goods/repair",1592,"A64","A74",3,"A92","A101","2","A122",35,"A143","A152","1","A173","1","A191","german","FALSE"
"0","A14",15,"poor","goods/repair",2186,"A65","A74",1,"A92","A101","4","A121",33,"A141","A151","1","A172","1","A191","foreign","TRUE"
"1","A11",18,"poor","goods/repair",4153,"A61","A73",2,"A93","A102","3","A123",42,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",16,"terrible","newcar",2625,"A61","A75",2,"A93","A103","4","A122",43,"A141","A151","1","A173","1","A192","foreign","TRUE"
"0","A14",20,"terrible","newcar",3485,"A65","A72",2,"A91","A101","4","A121",44,"A143","A152","2","A173","1","A192","foreign","FALSE"
"0","A14",36,"terrible","usedcar",10477,"A65","A75",2,"A93","A101","4","A124",42,"A143","A153","2","A173","1","A191","foreign","FALSE"
"0","A14",15,"poor","goods/repair",1386,"A65","A73",4,"A94","A101","2","A121",40,"A143","A151","1","A173","1","A192","foreign","TRUE"
"0","A14",24,"poor","goods/repair",1278,"A61","A75",4,"A93","A101","1","A121",36,"A143","A152","1","A174","1","A192","foreign","FALSE"
"0","A11",12,"poor","goods/repair",1107,"A61","A73",2,"A93","A101","2","A121",20,"A143","A151","1","A174","2","A192","foreign","TRUE"
"0","A11",21,"poor","newcar",3763,"A65","A74",2,"A93","A102","2","A121",24,"A143","A152","1","A172","1","A191","german","FALSE"
"0","A12",36,"poor","edu",3711,"A65","A73",2,"A94","A101","2","A123",27,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",15,"poor","usedcar",3594,"A61","A72",1,"A92","A101","2","A122",46,"A143","A152","2","A172","1","A191","foreign","FALSE"
"0","A12",9,"poor","newcar",3195,"A65","A73",1,"A92","A101","2","A121",33,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A14",36,"poor","goods/repair",4454,"A61","A73",4,"A92","A101","4","A121",34,"A143","A152","2","A173","1","A191","foreign","FALSE"
"1","A12",24,"terrible","goods/repair",4736,"A61","A72",2,"A92","A101","4","A123",25,"A141","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",30,"poor","goods/repair",2991,"A65","A75",2,"A92","A101","4","A123",25,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",11,"poor","biz",2142,"A64","A75",1,"A91","A101","2","A121",28,"A143","A152","1","A173","1","A192","foreign","FALSE"
"1","A11",24,"good","biz",3161,"A61","A73",4,"A93","A101","2","A122",31,"A143","A151","1","A173","1","A192","foreign","TRUE"
"1","A12",48,"good","biz",18424,"A61","A73",1,"A92","A101","2","A122",32,"A141","A152","1","A174","1","A192","german","FALSE"
"0","A14",10,"poor","usedcar",2848,"A62","A73",1,"A93","A102","2","A121",32,"A143","A152","1","A173","2","A191","foreign","FALSE"
"1","A11",6,"poor","newcar",14896,"A61","A75",1,"A93","A101","4","A124",68,"A141","A152","1","A174","1","A192","foreign","FALSE"
"1","A11",24,"poor","goods/repair",2359,"A62","A71",1,"A91","A101","1","A122",33,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A11",24,"poor","goods/repair",3345,"A61","A75",4,"A93","A101","2","A122",39,"A143","A151","1","A174","1","A192","foreign","TRUE"
"0","A14",18,"terrible","goods/repair",1817,"A61","A73",4,"A92","A101","2","A124",28,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",48,"poor","goods/repair",12749,"A63","A74",4,"A93","A101","1","A123",37,"A143","A152","1","A174","1","A192","foreign","FALSE"
"1","A11",9,"poor","goods/repair",1366,"A61","A72",3,"A92","A101","4","A122",22,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A12",12,"poor","newcar",2002,"A61","A74",3,"A93","A101","4","A122",30,"A143","A151","1","A173","2","A192","foreign","TRUE"
"1","A11",24,"good","goods/repair",6872,"A61","A72",2,"A91","A101","1","A122",55,"A141","A152","1","A173","1","A192","foreign","FALSE"
"1","A11",12,"good","newcar",697,"A61","A72",4,"A93","A101","2","A123",46,"A141","A152","2","A173","1","A192","foreign","FALSE"
"0","A11",18,"terrible","goods/repair",1049,"A61","A72",4,"A92","A101","4","A122",21,"A143","A151","1","A173","1","A191","foreign","TRUE"
"1","A11",48,"poor","usedcar",10297,"A61","A74",4,"A93","A101","4","A124",39,"A142","A153","3","A173","2","A192","foreign","FALSE"
"0","A14",30,"poor","goods/repair",1867,"A65","A75",4,"A93","A101","4","A123",58,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A11",12,"poor","newcar",1344,"A61","A73",4,"A93","A101","2","A121",43,"A143","A152","2","A172","2","A191","foreign","FALSE"
"0","A11",24,"poor","goods/repair",1747,"A61","A72",4,"A93","A102","1","A122",24,"A143","A152","1","A172","1","A191","german","FALSE"
"1","A12",9,"poor","goods/repair",1670,"A61","A72",4,"A92","A101","2","A123",22,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",9,"terrible","newcar",1224,"A61","A73",3,"A93","A101","1","A121",30,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",12,"terrible","goods/repair",522,"A63","A75",4,"A93","A101","4","A122",42,"A143","A152","2","A173","2","A192","foreign","FALSE"
"0","A11",12,"poor","goods/repair",1498,"A61","A73",4,"A92","A101","1","A123",23,"A141","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",30,"poor","goods/repair",1919,"A62","A72",4,"A93","A101","3","A124",30,"A142","A152","2","A174","1","A191","foreign","FALSE"
"1","A13",9,"poor","goods/repair",745,"A61","A73",3,"A92","A101","2","A121",28,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",6,"poor","goods/repair",2063,"A61","A72",4,"A94","A101","3","A123",30,"A143","A151","1","A174","1","A192","foreign","TRUE"
"1","A12",60,"poor","edu",6288,"A61","A73",4,"A93","A101","4","A124",42,"A143","A153","1","A173","1","A191","foreign","FALSE"
"0","A14",24,"terrible","usedcar",6842,"A65","A73",2,"A93","A101","4","A122",46,"A143","A152","2","A174","2","A192","foreign","FALSE"
"0","A14",12,"poor","newcar",3527,"A65","A72",2,"A93","A101","3","A122",45,"A143","A152","1","A174","2","A192","foreign","FALSE"
"0","A14",10,"poor","newcar",1546,"A61","A73",3,"A93","A101","2","A121",31,"A143","A152","1","A172","2","A191","german","FALSE"
"0","A14",24,"poor","goods/repair",929,"A65","A74",4,"A93","A101","2","A123",31,"A142","A152","1","A173","1","A192","foreign","FALSE"
"0","A14",4,"terrible","newcar",1455,"A61","A74",2,"A93","A101","1","A121",42,"A143","A152","3","A172","2","A191","foreign","FALSE"
"0","A11",15,"poor","goods/repair",1845,"A61","A72",4,"A92","A103","1","A122",46,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A12",48,"good","newcar",8358,"A63","A72",1,"A92","A101","1","A123",30,"A143","A152","2","A173","1","A191","foreign","FALSE"
"1","A11",24,"good","goods/repair",3349,"A63","A72",4,"A93","A101","4","A124",30,"A143","A153","1","A173","2","A192","foreign","FALSE"
"0","A14",12,"poor","newcar",2859,"A65","A71",4,"A93","A101","4","A124",38,"A143","A152","1","A174","1","A192","foreign","FALSE"
"1","A14",18,"poor","goods/repair",1533,"A61","A72",4,"A94","A102","1","A122",43,"A143","A152","1","A172","2","A191","foreign","FALSE"
"1","A14",24,"poor","goods/repair",3621,"A62","A75",2,"A93","A101","4","A123",31,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A12",18,"terrible","biz",3590,"A61","A71",3,"A94","A101","3","A123",40,"A143","A152","3","A171","2","A192","foreign","FALSE"
"1","A11",36,"poor","biz",2145,"A61","A74",2,"A93","A101","1","A123",24,"A143","A152","2","A173","1","A192","foreign","FALSE"
"1","A12",24,"poor","usedcar",4113,"A63","A72",3,"A92","A101","4","A123",28,"A143","A151","1","A173","1","A191","foreign","TRUE"
"1","A14",36,"poor","goods/repair",10974,"A61","A71",4,"A92","A101","2","A123",26,"A143","A152","2","A174","1","A192","foreign","FALSE"
"0","A11",12,"poor","newcar",1893,"A61","A73",4,"A92","A103","4","A122",29,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A11",24,"terrible","goods/repair",1231,"A64","A75",4,"A92","A101","4","A122",57,"A143","A151","2","A174","1","A192","foreign","TRUE"
"0","A13",30,"terrible","goods/repair",3656,"A65","A75",4,"A93","A101","4","A122",49,"A142","A152","2","A172","1","A191","foreign","FALSE"
"0","A12",9,"terrible","goods/repair",1154,"A61","A75",2,"A93","A101","4","A121",37,"A143","A152","3","A172","1","A191","foreign","FALSE"
"1","A11",28,"poor","newcar",4006,"A61","A73",3,"A93","A101","2","A123",45,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",24,"poor","goods/repair",3069,"A62","A75",4,"A93","A101","4","A124",30,"A143","A153","1","A173","1","A191","foreign","FALSE"
"0","A14",6,"terrible","goods/repair",1740,"A61","A75",2,"A94","A101","2","A121",30,"A143","A151","2","A173","1","A191","foreign","TRUE"
"0","A12",21,"poor","newcar",2353,"A61","A73",1,"A91","A101","4","A122",47,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",15,"poor","newcar",3556,"A65","A73",3,"A93","A101","2","A124",29,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A14",24,"poor","goods/repair",2397,"A63","A75",3,"A93","A101","2","A123",35,"A141","A152","2","A173","1","A192","foreign","FALSE"
"0","A12",6,"poor","goods/repair",454,"A61","A72",3,"A94","A101","1","A122",22,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",30,"poor","goods/repair",1715,"A65","A73",4,"A92","A101","1","A123",26,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A12",27,"terrible","goods/repair",2520,"A63","A73",4,"A93","A101","2","A122",23,"A143","A152","2","A172","1","A191","foreign","FALSE"
"0","A14",15,"poor","goods/repair",3568,"A61","A75",4,"A92","A101","2","A123",54,"A141","A151","1","A174","1","A192","foreign","TRUE"
"0","A14",42,"poor","goods/repair",7166,"A65","A74",2,"A94","A101","4","A122",29,"A143","A151","1","A173","1","A192","foreign","TRUE"
"0","A11",11,"terrible","newcar",3939,"A61","A73",1,"A93","A101","2","A121",40,"A143","A152","2","A172","2","A191","foreign","FALSE"
"0","A12",15,"poor","goods/repair",1514,"A62","A73",4,"A93","A103","2","A121",22,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A14",24,"poor","newcar",7393,"A61","A73",1,"A93","A101","4","A122",43,"A143","A152","1","A172","2","A191","foreign","FALSE"
"1","A11",24,"good","newcar",1193,"A61","A71",1,"A92","A102","4","A124",29,"A143","A151","2","A171","1","A191","foreign","TRUE"
"1","A11",60,"poor","biz",7297,"A61","A75",4,"A93","A102","4","A124",36,"A143","A151","1","A173","1","A191","foreign","TRUE"
"0","A14",30,"terrible","goods/repair",2831,"A61","A73",4,"A92","A101","2","A123",33,"A143","A152","1","A173","1","A192","foreign","FALSE"
"0","A13",24,"poor","goods/repair",1258,"A63","A73",3,"A92","A101","3","A123",57,"A143","A152","1","A172","1","A191","foreign","FALSE"
"0","A12",6,"poor","goods/repair",753,"A61","A73",2,"A92","A103","3","A121",64,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A12",18,"poor","biz",2427,"A65","A75",4,"A93","A101","2","A122",42,"A143","A152","2","A173","1","A191","foreign","FALSE"
"1","A14",24,"poor","newcar",2538,"A61","A75",4,"A93","A101","4","A123",47,"A143","A152","2","A172","2","A191","foreign","FALSE"
"1","A12",15,"good","newcar",1264,"A62","A73",2,"A94","A101","2","A122",25,"A143","A151","1","A173","1","A191","foreign","TRUE"
"1","A12",30,"terrible","goods/repair",8386,"A61","A74",2,"A93","A101","2","A122",49,"A143","A152","1","A173","1","A191","foreign","FALSE"
"1","A14",48,"poor","biz",4844,"A61","A71",3,"A93","A101","2","A123",33,"A141","A151","1","A174","1","A192","foreign","TRUE"
"0","A13",21,"poor","newcar",2923,"A62","A73",1,"A92","A101","1","A123",28,"A141","A152","1","A174","1","A192","foreign","FALSE"
"1","A11",36,"poor","usedcar",8229,"A61","A73",2,"A93","A101","2","A122",26,"A143","A152","1","A173","2","A191","foreign","FALSE"
"0","A14",24,"terrible","goods/repair",2028,"A61","A74",2,"A93","A101","2","A122",30,"A143","A152","2","A172","1","A191","foreign","FALSE"
"0","A11",15,"terrible","goods/repair",1433,"A61","A73",4,"A92","A101","3","A122",25,"A143","A151","2","A173","1","A191","foreign","TRUE"
"0","A13",42,"good","biz",6289,"A61","A72",2,"A91","A101","1","A122",33,"A143","A152","2","A173","1","A191","foreign","FALSE"
"0","A14",13,"poor","goods/repair",1409,"A62","A71",2,"A92","A101","4","A121",64,"A143","A152","1","A173","1","A191","foreign","FALSE"
"0","A11",24,"poor","usedcar",6579,"A61","A71",4,"A93","A101","2","A124",29,"A143","A153","1","A174","1","A192","foreign","FALSE"
"0","A12",24,"terrible","goods/repair",1743,"A61","A75",4,"A93","A101","2","A122",48,"A143","A152","2","A172","1","A191","foreign","FALSE"
"0","A14",12,"terrible","edu",3565,"A65","A72",2,"A93","A101","1","A122",37,"A143","A152","2","A172","2","A191","foreign","FALSE"
"0","A14",15,"good","goods/repair",1569,"A62","A75",4,"A93","A101","4","A123",34,"A141","A152","1","A172","2","A191","foreign","FALSE"
"0","A11",18,"poor","goods/repair",1936,"A65","A74",2,"A94","A101","4","A123",23,"A143","A151","2","A172","1","A191","foreign","TRUE"
"0","A11",36,"poor","goods/repair",3959,"A61","A71",4,"A93","A101","3","A122",30,"A143","A152","1","A174","1","A192","foreign","FALSE"
